병원명,업무구분,대표전화,주소,위도,경도,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,일요일진료,데이터기준일자
선부고려소아과의원,응급의료기관 이외 > 의원,031-439-4378,"경기도 안산시 단원구 석수로5길 13, 2층 (선부동)",37.3429595,126.8062162,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~17:00,-,08:30~14:00,,2020-09-25
서울엔(N)비뇨기과의원,응급의료기관 이외 > 의원,031-503-8585,"경기도 안산시 단원구 고잔2길 41, 신양복합빌딩 305, 306호 (고잔동)",37.3179032,126.8356354,09:30~20:00,09:30~19:00,09:30~20:00,09:30~19:00,09:30~20:00,09:30~16:00,-,-,,2020-09-25
안승찬내과의원,응급의료기관 이외 > 의원,031-507-7585,"경기도 안산시 단원구 광덕3로 178, 304호 (고잔동, 화승타운)",37.312267,126.831403,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,09:00~13:00,,2020-09-25
안산휴의원,응급의료기관 이외 > 의원,031-475-4116,"경기도 안산시 단원구 고잔로 88, 409호 (고잔동)",37.3187701,126.8360079,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,,2020-09-25
안산연세안과의원,응급의료기관 이외 > 의원,031-487-9077,경기도 안산시 단원구 고잔2길 59,37.3177046,126.8377121,09:30~18:30,09:30~20:00,09:30~18:30,09:30~18:30,09:30~20:00,09:30~15:00,-,09:30~15:00,,2020-09-25
안산뮤즈의원,응급의료기관 이외 > 의원,1544-8738,"경기도 안산시 단원구 중앙대로 907, 1동 3층 1301호 (고잔동, 안산종합상가)",37.3170906,126.8371847,10:30~21:00,10:30~19:30,10:30~19:30,10:30~19:30,10:30~21:00,10:30~16:00,-,-,,2020-09-25
온새미로의원,응급의료기관 이외 > 의원,031-414-5315,경기도 안산시 단원구 선부광장1로 56 (선부동),37.3365541,126.8107141,09:00~19:00,09:30~19:00,09:00~14:00,09:30~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
장성익소아과의원,응급의료기관 이외 > 의원,031-486-2368,"경기도 안산시 단원구 선부광장1로 70, 206호 (선부동, 군자빌딩)",37.3358934,126.8119088,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
세창의료재단우성여성병원,응급의료기관 이외 > 병원,031-412-3000,경기도 안산시 단원구 고잔로 58-10 (고잔동),37.318408,126.832005,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~13:00,10:00~14:00,10:00~14:00,Y,2020-09-25
서울S치과의원,응급의료기관 이외 > 치과의원,031-414-2879,"경기도 안산시 단원구 예술대학로 11, 4층 (고잔동, 해남빌딩)",37.3180769,126.8365364,10:00~19:00,10:00~20:30,10:00~19:00,10:00~20:30,10:00~19:00,10:00~14:00,-,-,,2020-09-25
서울ONE치과의원,응급의료기관 이외 > 치과의원,031-485-7522,경기도 안산시 단원구 초지로 116 (초지동),37.3090765,126.8153119,09:30~18:30,09:30~20:30,09:30~20:30,09:30~18:30,09:30~18:30,09:30~13:30,-,-,,2020-09-25
새안산치과의원,응급의료기관 이외 > 치과의원,031-483-2275,경기도 안산시 단원구 광덕3로 217 (고잔동),37.3122646,126.8370389,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:30,-,-,,2020-09-25
예일의원,응급의료기관 이외 > 의원,031-405-1114,"경기도 안산시 단원구 고잔로 76, 308-1,308-2,309~311호 (고잔동, 영풍빌딩)",37.3188056,126.83486,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~14:00,-,-,,2020-09-25
감초당한의원,응급의료기관 이외 > 한의원,031-414-5910,"경기도 안산시 단원구 선부광장1로 62, 301호 (선부동, 동원프라자)",37.3362266,126.8112422,09:30~17:30,09:30~17:30,09:30~21:00,09:30~17:30,09:30~17:30,09:30~14:00,-,-,,2020-09-25
고잔하나이비인후과의원,응급의료기관 이외 > 의원,031-486-9681,"경기도 안산시 단원구 광덕대로 174, 208호 (고잔동, 월드타운)",37.3119357,126.831011,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
굿모닝치과의원,응급의료기관 이외 > 치과의원,031-410-2870,"경기도 안산시 단원구 선부로 183, 3층 302호 (선부동, 화성프라자)",37.3419482,126.8153806,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-,,2020-09-25
마음토닥정신건강의학과의원,응급의료기관 이외 > 의원,031-483-5989,"경기도 안산시 단원구 광덕대로 174, C동 518호 (고잔동, 월드타운)",37.3119357,126.831011,10:00~18:30,10:00~18:30,14:00~20:30,10:00~18:30,10:00~18:30,09:30~14:30,-,-,,2020-09-25
메이퀸이지은산부인과의원,응급의료기관 이외 > 의원,031-401-7777,"경기도 안산시 단원구 선부광장1로 10, 302호, 501(일부)호 (선부동, 동양빌딩)",37.3355044,126.8071871,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,09:00~13:00,09:00~13:00,Y,2020-09-25
사랑이꽃피는치과의원,응급의료기관 이외 > 치과의원,031-486-0543,경기도 안산시 단원구 중앙대로 907 (고잔동),37.3170906,126.8371847,10:00~18:30,10:00~18:30,10:00~20:30,10:00~18:30,10:00~18:30,10:00~14:30,-,-,,2020-09-25
베스트원치과의원,응급의료기관 이외 > 치과의원,031-485-7582,"경기도 안산시 단원구 광덕동로 81, 206호 (고잔동, 드림프라자)",37.3116472,126.8324424,09:30~18:30,09:30~18:30,09:30~20:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
백승호치과의원,응급의료기관 이외 > 치과의원,031-403-0303,"경기도 안산시 단원구 광덕4로 108, 402호 (고잔동, 고잔프라자)",37.3074723,126.8518483,09:30~21:00,09:30~19:00,09:30~21:00,09:30~19:00,09:30~21:00,09:30~16:00,-,-,,2020-09-25
밝은치과의원,응급의료기관 이외 > 치과의원,031-480-8292,"경기도 안산시 단원구 당곡2로 23 (고잔동, 바동상가 202호)",37.3249554,126.8378893,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,,2020-09-25
서울김안과의원,응급의료기관 이외 > 의원,031-483-7581,경기도 안산시 단원구 광덕1로 55 (초지동),37.3087113,126.8158297,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:30,-,-,,2020-09-25
새론마음의원,응급의료기관 이외 > 의원,031-487-8155,경기도 안산시 단원구 광덕대로 181 (고잔동),37.3127556,126.8292665,11:00~19:30,11:00~19:30,11:00~19:30,11:00~19:30,11:00~19:30,10:00~15:00,-,-,,2020-09-25
동서치과의원,응급의료기관 이외 > 치과의원,031-405-2875,"경기도 안산시 단원구 중앙대로 921, 432호 (고잔동, 동서코아)",37.3170906,126.8389067,09:30~19:00,09:30~19:00,09:30~19:00,-,09:30~19:00,09:30~14:00,-,-,,2020-09-25
안산미앤미치과의원,응급의료기관 이외 > 치과의원,031-401-5061,"경기도 안산시 단원구 원포공원1로 35, 201,202호 (초지동, 제일프라자)",37.3016476,126.8127986,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~13:00,-,-,,2020-09-25
더플러스치과의원,응급의료기관 이외 > 치과의원,031-403-2877,"경기도 안산시 단원구 광덕3로 178, 화승타운 209호 (고잔동)",37.312267,126.831403,10:00~19:00,10:00~20:00,10:00~19:00,10:00~20:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
봄비의원,응급의료기관 이외 > 의원,031-403-8080,"경기도 안산시 단원구 광덕대로 168, 3층 304호 (고잔동, 신화타운)",37.3113004,126.8308131,10:30~18:00,10:30~18:00,10:30~18:00,10:30~18:00,10:30~21:00,10:00~14:00,-,-,,2020-09-25
마음의날씨정신건강의학과의원,응급의료기관 이외 > 의원,031-402-1789,"경기도 안산시 단원구 선부광장1로 82, 서림프라자 3층 305호 (선부동)",37.3355509,126.8126562,10:00~19:00,10:00~20:00,10:00~14:00,10:00~19:00,10:00~20:00,10:00~14:00,-,10:00~19:00,,2020-09-25
바른연세정형외과의원,응급의료기관 이외 > 의원,031-408-8500,"경기도 안산시 단원구 선부광장1로 82, 서림프라자 3층 내부적 301,302호 (선부동)",37.3355509,126.8126562,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
미소담치과의원,응급의료기관 이외 > 치과의원,031-401-2875,"경기도 안산시 단원구 와동공원로 131, 2층 (와동)",37.3432168,126.8211838,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
이진수정형외과의원,응급의료기관 이외 > 의원,031-405-3399,"경기도 안산시 단원구 광덕대로 168, 401~407호 (고잔동, 신화타운)",37.3113004,126.8308131,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,08:30~13:00,-,-,,2020-09-25
포도나무메디컬의원,응급의료기관 이외 > 의원,032-882-7588,"경기도 안산시 단원구 대남로 6 (대부북동,번지외1필지)",37.2422536,126.5843347,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,-,-,-,,2020-09-25
마디웰정형외과의원,응급의료기관 이외 > 의원,031-439-5475,"경기도 안산시 단원구 선부광장1로 30 (선부동, 단원프라자)",37.3345602,126.8126033,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:00,-,-,,2020-09-25
우리가족한의원,응급의료기관 이외 > 한의원,031-487-8275,"경기도 안산시 단원구 선부로 187, 3층 (선부동, 유송빌딩)",37.3417195,126.8159238,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,10:00~18:00,10:00~13:00,-,-,,2020-09-25
한가족경희한의원,응급의료기관 이외 > 한의원,031-411-0659,"경기도 안산시 단원구 원초로 30, 304호 (원곡동, 보성프라자)",37.3286163,126.8016323,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
굿모닝이비인후과의원,응급의료기관 이외 > 의원,031-410-2209,"경기도 안산시 단원구 선부광장1로 70, 2층 (선부동)",37.3359013,126.8119296,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
사랑샘한의원,응급의료기관 이외 > 한의원,031-411-8275,"경기도 안산시 단원구 초지동로 7, 204호 (초지동, 한남스포랜드)",37.3043695,126.8161871,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
유소아과의원,응급의료기관 이외 > 의원,031-484-1977,"경기도 안산시 단원구 원선로 50, 307호 (원곡동, 벽산블루밍상가)",37.3285104,126.7996578,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,09:00~13:00,,2020-09-25
한양한의원,응급의료기관 이외 > 한의원,031-410-7946,"경기도 안산시 단원구 선부로 183, 303호 (선부동, 화성프라자)",37.3419482,126.8153806,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,09:30~13:00,,2020-09-25
담덕치과의원,응급의료기관 이외 > 치과의원,031-410-2879,"경기도 안산시 단원구 예술대학로 11, 5층 (고잔동, 해남빌딩)",37.3180769,126.8365364,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
이정선내과의원,응급의료기관 이외 > 의원,031-483-9090,"경기도 안산시 단원구 라성로 48, 302호 (원곡동, 보성상가)",37.3279186,126.801391,08:30~18:00,08:30~17:00,08:30~18:00,08:30~13:00,08:30~18:00,08:30~13:00,-,-,,2020-09-25
건강메디케어의원,응급의료기관 이외 > 의원,031-491-3760,"경기도 안산시 단원구 풍전로 37-24, 317동 514-520호, 523호 (원곡동)",37.3234059,126.7925919,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,08:00~13:00,-,-,,2020-09-25
오정진치과의원,응급의료기관 이외 > 치과의원,031-487-9779,"경기도 안산시 단원구 예술대학로 82, 207,208,211,212,215,216,219,220,223,224,229~232호 (고잔동)",37.3242566,126.8376597,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~13:30,-,-,,2020-09-25
한우리의원,응급의료기관 이외 > 의원,031-484-9100,"경기도 안산시 단원구 선부광장1로 22 (선부동,2층 203호 일부)",37.3359474,126.8077355,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
함소아한의원,응급의료기관 이외 > 한의원,031-411-0448,"경기도 안산시 단원구 광덕대로 174, C동 418호 (고잔동)",37.3119044,126.8310271,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~20:00,09:30~16:30,-,09:30~16:30,,2020-09-25
미듬가는의료소비자생활협동조합해밀한의원,응급의료기관 이외 > 한의원,031-484-5775,"경기도 안산시 단원구 선부로 253, 2층,4층 (와동)",37.3414838,126.8232366,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~15:00,-,-,,2020-09-25
미소사랑치과교정과치과의원,응급의료기관 이외 > 치과의원,031-483-5788,"경기도 안산시 단원구 예술대학로 9, 506호 (고잔동, 보배프라자)",37.3177883,126.8365104,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:30~16:00,-,-,,2020-09-25
조비뇨기과의원,응급의료기관 이외 > 의원,031-413-2888,경기도 안산시 단원구 고잔로 76 (고잔동),37.3188056,126.83486,09:30~18:30,09:30~18:30,-,09:30~18:30,09:30~18:30,09:30~13:00,-,-,,2020-09-25
미소가있는치과의원,응급의료기관 이외 > 치과의원,031-439-7522,"경기도 안산시 단원구 민속공원로 75, 3층 (고잔동)",37.3121984,126.8385584,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
대웅치과의원,응급의료기관 이외 > 치과의원,031-405-0802,"경기도 안산시 단원구 선이로 14, 3028호 (선부동, 선부제일종합시장)",37.3423089,126.8036297,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
심미치과의원,응급의료기관 이외 > 치과의원,031-482-2804,"경기도 안산시 단원구 고잔로 76 (고잔동, 영풍프라자 306,312호)",37.3188958,126.8349071,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~18:30,09:30~15:00,-,-,,2020-09-25
뉴욕정치과의원,응급의료기관 이외 > 치과의원,031-403-6777,"경기도 안산시 단원구 선부광장1로 70, 205호 (선부동, 군자빌딩)",37.3358934,126.8119088,10:00~18:30,10:00~21:00,10:00~18:30,10:00~18:30,10:00~18:30,10:00~15:00,-,-,,2020-09-25
공단치과의원,응급의료기관 이외 > 치과의원,031-431-4001,경기도 안산시 단원구 지원로 107 (성곡동),37.3147239,126.7477219,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,09:00~13:00,-,Y,2020-09-25
세브란스치과의원,응급의료기관 이외 > 치과의원,031-487-7755,"경기도 안산시 단원구 선부광장1로 66, 206호 (선부동, 용현빌딩)",37.3360792,126.8116108,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,-,,2020-09-25
강남치과의원,응급의료기관 이외 > 치과의원,031-493-2875,경기도 안산시 단원구 원선1로 19 (원곡동),37.3251854,126.8017778,09:30~20:00,10:00~18:30,09:30~20:00,10:00~18:30,09:30~20:00,09:30~13:00,-,-,,2020-09-25
하이안의원,응급의료기관 이외 > 의원,031-410-3330,경기도 안산시 단원구 원초로 30 (원곡동),37.3283607,126.801689,09:30~18:30,09:30~18:30,09:30~18:30,14:00~19:30,09:30~18:30,09:30~13:30,-,-,,2020-09-25
유로진비뇨기과의원,응급의료기관 이외 > 의원,031-405-1831,"경기도 안산시 단원구 고잔1길 16, 203호 (고잔동, 중앙마케이트빌딩)",37.3179515,126.8351571,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~14:00,-,-,,2020-09-25
명성한의원,응급의료기관 이외 > 한의원,031-483-7667,"경기도 안산시 단원구 당곡2로 23, 204호 (고잔동)",37.3249554,126.8378893,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,-,,2020-09-25
인애한의원,응급의료기관 이외 > 한의원,031-365-3132,"경기도 안산시 단원구 고잔2길 59 (고잔동, 신세기빌딩)",37.3177046,126.8377121,10:00~20:00,10:00~20:00,14:00~20:00,10:00~20:00,10:00~20:00,10:00~16:00,-,-,,2020-09-25
압구정라인의원,응급의료기관 이외 > 의원,031-414-7575,경기도 안산시 단원구 광덕대로 187 (고잔동),37.3133371,126.8292947,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,-,,2020-09-25
김정우외과의원,응급의료기관 이외 > 의원,031-486-6633,경기도 안산시 단원구 고잔로 76,37.3188056,126.83486,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:30,-,-,,2020-09-25
연세이비인후과의원,응급의료기관 이외 > 의원,031-414-8811,"경기도 안산시 단원구 선부로 185, 201호 (선부동, 대흥빌딩)",37.3419205,126.8156583,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,09:00~13:00,,2020-09-25
석산정신건강의학과의원,응급의료기관 이외 > 의원,031-411-8114,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 306호 (고잔동)",37.3188958,126.8348793,09:30~18:00,09:30~18:00,09:30~13:00,09:30~18:00,09:30~20:00,09:30~13:00,-,-,,2020-09-25
모아내과의원,응급의료기관 이외 > 의원,031-405-3567,경기도 안산시 단원구 고잔1길 17 (고잔동),37.3186192,126.8355996,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-,,2020-09-25
프라임성형외과의원,응급의료기관 이외 > 의원,031-439-7100,"경기도 안산시 단원구 고잔1길 16, 301-1호 (고잔동, 중앙마케이트)",37.3179515,126.8351571,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,-,,2020-09-25
필의원,응급의료기관 이외 > 의원,031-411-7575,경기도 안산시 단원구 고잔1길 37 (고잔동),37.3184027,126.8375919,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~16:00,-,-,,2020-09-25
본이비인후과의원,응급의료기관 이외 > 의원,031-411-7727,경기도 안산시 단원구 선부광장1로 62 (선부동),37.3362437,126.8112934,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
우리들가족의원,응급의료기관 이외 > 의원,031-407-7771,경기도 안산시 단원구 민속공원로 81 (고잔동),37.3126836,126.8386017,09:30~19:00,09:30~19:00,14:00~19:00,09:30~19:00,09:30~19:00,09:30~13:00,-,-,,2020-09-25
비에이성형외과의원,응급의료기관 이외 > 의원,031-485-7575,"경기도 안산시 단원구 광덕동로 91, 206,207호 (고잔동, 씨티프라자)",37.312591,126.8325186,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~16:00,-,-,,2020-09-25
미모산부인과의원,응급의료기관 이외 > 의원,031-402-3361,경기도 안산시 단원구 고잔로 76 (고잔동),37.3188056,126.83486,09:30~18:00,09:30~20:00,09:30~18:00,09:30~18:00,09:30~20:00,09:30~14:00,-,-,,2020-09-25
한사랑내과의원,응급의료기관 이외 > 의원,031-411-1475,경기도 안산시 단원구 선부로 223 (와동),37.3416528,126.8199476,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
고잔명내과의원,응급의료기관 이외 > 의원,031-402-7600,"경기도 안산시 단원구 고잔2길 45, 코스모프라자 8층 (고잔동)",37.3181051,126.8361076,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
안산시남동보건진료소,응급의료기관 이외 > 보건진료소,031-481-2558,"경기도 안산시 단원구 비룰길 7 (대부남동, 남동보건진료소)",37.2224586,126.5763516,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
단원경희한의원,응급의료기관 이외 > 한의원,031-401-2672,"경기도 안산시 단원구 보배4길 15, 2층 (고잔동)",37.3311242,126.829311,09:30~19:00,09:30~20:30,09:30~13:00,09:30~19:00,09:30~20:30,09:30~13:00,-,-,,2020-09-25
경희소명한의원,응급의료기관 이외 > 한의원,031-403-1075,"경기도 안산시 단원구 선부광장1로 66, 209호 (선부동)",37.3360792,126.8116108,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
밝은마음정신건강의학과의원,응급의료기관 이외 > 의원,031-410-0210,경기도 안산시 단원구 선부광장1로 38 (선부동),37.3365975,126.8093841,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,10:00~18:30,-,-,-,,2020-09-25
선부한빛의원,응급의료기관 이외 > 의원,031-480-0206,"경기도 안산시 단원구 달미로 84, 2~3층 (선부동)",37.3432038,126.8153775,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,,2020-09-25
명성의원,응급의료기관 이외 > 의원,031-485-8503,"경기도 안산시 단원구 북촌3길 19-1, 101,201,202호 (선부동)",37.3431696,126.8056125,09:00~19:00,09:00~18:00,09:00~12:30,09:00~19:00,09:00~18:00,09:00~12:30,-,-,,2020-09-25
창조의원,응급의료기관 이외 > 의원,031-402-5308,"경기도 안산시 단원구 광덕3로 178, 309호 (고잔동, 화승타운)",37.312267,126.831403,09:30~18:30,09:30~18:30,09:30~20:00,-,09:30~18:30,09:00~14:00,-,-,,2020-09-25
중앙성모안과의원,응급의료기관 이외 > 의원,031-484-5114,"경기도 안산시 단원구 중앙대로 915, 5층 13,14호 (고잔동, 월드코아)",37.3171461,126.8382957,09:30~18:30,09:30~18:30,09:30~18:30,14:00~20:00,09:30~18:30,09:30~13:00,-,-,,2020-09-25
정내과의원,응급의료기관 이외 > 의원,031-401-5231,"경기도 안산시 단원구 선부광장1로 72, 3층 (선부동, 훼미리프라자)",37.3357267,126.8122422,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
정우산부인과의원,응급의료기관 이외 > 의원,031-411-0311,"경기도 안산시 단원구 중앙대로 907, 안산종합상가 1동 3층 1305, 1306호 일부호 (고잔동)",37.3170906,126.8371847,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:00~13:00,-,-,,2020-09-25
중앙경희한의원,응급의료기관 이외 > 한의원,031-403-7582,"경기도 안산시 단원구 예술대학로 83, 201호 (고잔동)",37.3243646,126.8370883,09:30~19:00,09:30~21:00,09:30~19:00,09:30~21:00,09:30~19:00,09:30~16:00,-,-,,2020-09-25
한길외과의원,응급의료기관 이외 > 의원,031-486-8660,"경기도 안산시 단원구 황금1길 31 (와동,1~3층)",37.334599,126.8297976,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,,2020-09-25
경희한의원,응급의료기관 이외 > 한의원,031-480-7151,"경기도 안산시 단원구 화랑로 358, 313호 (고잔동)",37.3209537,126.827465,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~16:00,-,-,,2020-09-25
선부경희한의원,응급의료기관 이외 > 한의원,031-411-1774,"경기도 안산시 단원구 선부광장1로 82, 307호 (선부동, 서림빌딩)",37.3355323,126.812631,09:30~19:30,09:30~19:30,09:30~19:30,09:30~21:00,09:30~19:30,09:30~16:00,-,-,,2020-09-25
이플러스치과의원,응급의료기관 이외 > 치과의원,031-403-2854,"경기도 안산시 단원구 선부로 233, 3층 (와동)",37.3415935,126.8210489,10:00~18:30,10:00~20:00,10:00~18:30,10:00~20:00,10:00~18:30,10:00~12:00,-,-,,2020-09-25
성모안과의원,응급의료기관 이외 > 의원,031-403-9111,"경기도 안산시 단원구 선부광장1로 56, 404호 (선부동, 일성빌딩)",37.3367363,126.8108446,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,,2020-09-25
주동현열린치과의원,응급의료기관 이외 > 치과의원,031-485-2828,"경기도 안산시 단원구 광덕대로 187, 513,514,515호 (고잔동, 장은타워)",37.3133409,126.8292967,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~13:00,-,-,,2020-09-25
e-좋은치과의원,응급의료기관 이외 > 치과의원,031-475-2875,경기도 안산시 단원구 초지1로 76 (초지동),37.3014714,126.816108,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
해맑은치과의원,응급의료기관 이외 > 치과의원,031-486-2822,"경기도 안산시 단원구 달미로 67, 2층 (선부동)",37.3419127,126.8148425,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~15:30,-,-,,2020-09-25
웰빙명인치과의원,응급의료기관 이외 > 치과의원,031-439-7528,"경기도 안산시 단원구 원포공원2로 35, 1동 402호 (초지동, 메가쇼핑)",37.3015913,126.813146,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~18:00,10:00~13:00,-,-,,2020-09-25
류창석치과의원,응급의료기관 이외 > 치과의원,031-414-2828,"경기도 안산시 단원구 선부광장1로 62, 306호 (선부동, 동원프라자)",37.3362266,126.8112422,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~15:00,-,-,,2020-09-25
미래치과의원,응급의료기관 이외 > 치과의원,031-475-2804,"경기도 안산시 단원구 광덕1로 61, 204,205호 (초지동, 신명프라자)",37.3087579,126.8162425,10:00~20:00,10:00~19:00,10:00~20:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
임마누엘치과의원,응급의료기관 이외 > 치과의원,031-410-2875,"경기도 안산시 단원구 라성로 40, A동 2층 1,2호 (원곡동, 반월종합상가)",37.3270887,126.8007991,09:30~18:30,09:30~20:00,09:30~18:30,09:30~20:00,09:30~18:30,09:30~13:00,-,-,,2020-09-25
한림치과의원,응급의료기관 이외 > 치과의원,031-486-2875,경기도 안산시 단원구 광덕동로 61,37.3098585,126.8323437,10:00~18:00,10:00~18:00,10:00~19:00,10:00~18:00,10:00~18:00,10:00~14:00,-,-,,2020-09-25
연세치과의원,응급의료기관 이외 > 치과의원,031-494-9452,경기도 안산시 단원구 원곡1로 59 (원곡동),37.3312054,126.7959251,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~19:30,10:00~14:30,-,-,,2020-09-25
늘푸른한의원,응급의료기관 이외 > 한의원,031-413-1075,"경기도 안산시 단원구 초지로 90, 305호 (초지동, 태영프라자)",37.3067859,126.815076,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,,2020-09-25
